Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Predicted Cargo Metric TONS - Linear Regression,Predicted Cargo Metric TONS - RF,Predicted Cargo Metric TONS - GB
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,702.0188516988892,890.1965590559995,633.7646292697542
200608,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,-44.37571919032234,27.586205639999974,38.66551347351178
201103,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,-29.580087941762713,10.311203447999988,-6.033733551348196
201510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,262.0127484695008,36.882506304000024,128.40180707871926
201508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,351.0989820516688,318.22238145600045,277.66396092515726
201410,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,59.15765075664126,2.592614304000005,-14.816928959694259
201305,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,255.5956931682847,192.43001584800004,188.49965567653405
201303,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,311.3892156489335,290.0277303839997,205.8770451660645
200508,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,414.90942730661254,594.9831646079997,422.2815040023119
200610,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,165.4467706340056,51.91927372799998,72.3361924230323
200602,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,300.3207309278923,469.79215466399984,211.82508191829714
202001,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,-40.912018337274276,0.7554526560000002,-20.43002205188467
201202,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,296.62931757352794,419.00151938400035,211.82508191829714
201612,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,73.46183256950712,60.60465684000007,60.053560676892275
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,48.768014227658114,3.9550790160000058,36.153280376025414
201001,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,192.27562727363738,102.00742322399994,185.98742257904766
201812,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,193.39853601473533,155.59464311999983,300.6542379676252
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,501.4623692936955,1438.1233731360003,454.05696912981773
201105,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,241.57812426975875,210.22228079999996,188.49965567653405
201504,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,406.5653952282653,148.43532916800018,341.5107722880098
200802,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,65.30225063077728,9.698394383999997,38.66551347351178
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,49.611760642108266,0.19942523999999973,204.74646504652856
201001,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,406.1476615831018,663.7386551040004,425.35372596335986
200807,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,208.26731451498586,306.35560670399974,145.72956897012347
201304,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,231.8167947169818,191.96292124800016,148.24180206760985
201405,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,107.0803433498188,11.655515088,157.23113620171586
201002,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,122.4892202935273,32.984090999999985,155.75609228840617
201508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,245.8099029091643,209.12496796800025,194.519686311897
201312,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,210.18257765516523,30.93107472000005,202.80482320501653
202011,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,235.96162843841353,746.369325152,438.7309455942239
200909,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,-16.577460283427627,15.391713960000006,21.288123983981347
201810,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,199.22888630648754,320.5834238880003,209.88770287991454
201104,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,137.4087063255413,110.7800608319999,202.80482320501653
201701,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,237.8994560763549,184.45948365599986,173.28086850315762
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,454.6337111449877,1049.000526643999,545.7299835926773
201412,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,-16.477211524171707,5.746046040000006,44.68554410887475
201707,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Cargo,Passenger,0.8583660270910514,1.558220328000001,86.37632566104453
201303,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,404.28965019473867,31.595163263999975,425.35372596335986
201603,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,2.445484317452383,8.13884500799999,95.90024199252228
201601,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,-24.106950235639033,197.8595760959999,27.308154619344304
201403,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,239.7022606375026,5.888494583999995,312.18017020277097
201901,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,-18.442322567764222,3.5686753199999957,42.67617118736184
201006,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Deplaned,Express,Passenger,-171.97534591302428,0.23295535200000003,60.98872767364475
201904,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Cargo,Passenger,10.450128527328161,3.185814239999999,160.58005685823866
200712,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,12.974665269398884,8.268225335999993,38.66551347351178
201102,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,-51.158933803263835,101.35419386399988,100.62125314956153
201609,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,70.62375651697835,76.92644584800004,57.29483440587669
201012,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Mail,Passenger,-69.57966135156676,10.122065855999999,-3.1135022938366297
200612,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,340.1020356878314,511.5873939120003,202.80482320501653
201803,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,435.4496119124535,450.1280185920001,446.7417731667403
201406,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,-4.837050755189011,0.8161171199999993,5.0107632789875085
202011,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,-123.55598308824187,2.3425400880000007,-7.8306320097496815
201706,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,324.0288487171347,302.4136866240002,287.6035474192718
201701,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,211.3041194072291,93.83048035200001,207.37546978242815
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,225.26631710543938,124.176138912,207.37546978242815
202010,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,769.5103608726544,701.2043367659998,584.7975843708821
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,-8.948481370548961,21.41040081600002,-5.515452978669902
201706,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1999.8830751004896,1467.6034404899974,1277.53841214272
200901,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Mail,Passenger,-153.65626644857912,1.4011522559999998,18.77589088649498
200807,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,216.79246104382992,460.5474918240003,330.1522468372566
201705,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,372.8847885479788,120.41519616000004,446.7417731667403
201312,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,90.42657161790498,57.040503912000105,32.14857884187692
200611,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,13.596053184050106,16.130465063999978,38.66551347351178
200803,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,176.18242864751915,4.757692463999993,74.84842552051867
201807,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,306.14276982652814,324.4261461840004,221.68063731091064
202010,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,-45.72013025766819,5.423141808,40.16393808987547
201910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,378.7908752801179,201.57587553599996,444.22954006925397
201912,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,166.17609952514704,59.52920299200003,298.14200487013886
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,221.21251726740343,7.613027351999993,203.36481206857812
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Combi,178.09647714563903,0.5140240559999992,87.22720616668872
200606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,470.9267356806272,106.30053403199985,398.7886512339919
200808,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,105.38016715285016,1.8218481119999999,171.61899666856982
201506,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,351.1112867628499,451.59792753599993,277.66396092515726
201706,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,216.27832808373637,128.16264333599997,224.7528592719586
200801,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,-49.307074770491,115.92500068799991,100.62125314956153
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,262.7224777710974,364.10661151199963,524.8374536431558
200708,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,-478.2843565172466,12.724518744000015,-63.93821379699774
201906,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,198.63826016978896,175.8640584960003,209.88770287991454
200801,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,97.86437491637662,1.3457314079999987,64.06094963469272
200902,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,14.13013147599122,13.546659671999993,36.153280376025414
200903,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,11.799565351592946,15.358247351999989,38.66551347351178
201707,Kalitta Air,K4,Kalitta Air,K4,International,Asia,Enplaned,Cargo,Freighter,608.6646213450836,404.8603125840003,444.22954006925397
201909,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Cargo,Passenger,176.33004757795493,153.6512120639999,224.7528592719586
201208,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,-14.178740143473533,1.0680374879999994,21.288123983981347
201711,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1999.8523133225365,1466.46453269,1277.53841214272
201110,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,355.27849072036406,484.37070897599943,374.2953227558144
201208,World Airways,WO,World Airways,WO,Domestic,US,Enplaned,Cargo,Freighter,864.8311368783151,933.5660034419993,689.073052729691
201101,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,241.59086943071907,35.76404210400002,190.50871476226027
200712,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,-65.97217997494135,31.103660447999967,-12.571292866613517
201703,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,-111.26665815588717,6.468222599999998,64.21268342401943
202008,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,-35.32082643538638,5.287352112000007,-36.828591912363095
200905,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,77.81154797206636,12.820187520000013,38.66551347351178
200707,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,-13.601773883175838,35.34668928000002,36.153280376025414
201208,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,73.09085110881188,55.90180461599994,38.66551347351178
202012,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,149.46577009907196,2.853325439999996,130.1982844848971
201012,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,406.0799856716055,207.31848328799998,425.35372596335986
201210,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Cargo,Passenger,407.61815428395926,113.32159524000001,203.36481206857812
200905,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,221.20636491181267,10.171576295999989,203.36481206857812
201507,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,217.50264684626723,67.50210751200002,211.89707580142746
201609,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,1323.688908130554,2864.213146119998,1614.9717149085334
200912,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,141.7373013294016,38.89535176799996,74.84842552051867
200603,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,61.969665924725405,4.025278152000007,104.31790871981575
201006,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,384.35260473402695,997.378759832,422.84149286587353
200806,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,205.55720523436003,19.011786696000033,74.84842552051867
200912,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,384.930926159544,794.3382190779998,422.84149286587353
201308,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,428.2085710819831,404.47453485600056,425.35372596335986
201603,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,144.65334324450555,16.27735435199999,80.86845615588163
201607,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,191.58954396787317,0.1709119439999998,252.5187299831914
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,91.1420136864242,6.478287983999998,28.452643620515744
201708,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,222.27729557381986,3.5391142079999964,201.19892764108647
201607,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,243.49461221773436,83.93644375199992,224.50636609842942
201005,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,677.891050071376,110.93064696000009,503.5120137094633
200904,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,249.52592568589102,255.750013008,185.98742257904766
201509,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,475.1070135516802,136.83051295199982,266.30273011122557
201903,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,42.207763042812076,15.540816816000032,57.54132757940591
200601,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,-214.99254833659484,6.535527768000008,30.016238400966024
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,499.02603647981505,540.8646022080009,454.05696912981773
201608,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,211.8762884771554,193.5706656239998,204.61674351141258
200809,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,115.76379302470627,82.17948765600009,72.3361924230323
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,-8.00256409898293,0.0349861680000001,-0.11185277902725677
201902,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,672.3723871066013,2529.2603411799982,644.108179642799
202002,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,-86.4990115469509,6.823867680000003,66.7249165215058
200912,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,195.4308550393937,148.62937471200001,141.70424275234456
202010,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,15.23197727497768,6.393328703999998,42.67617118736184
200809,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,412.17181971590435,458.66208074399975,425.35372596335986
201011,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,40.06672564714313,82.04453258400014,38.66551347351178
201907,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,300.7000896776542,1036.2021027420008,242.20683231942527
201510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,-64.81292528127278,16.748767224000005,-9.773688382001612
201608,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,-59.46708512967166,9.295212023999987,-42.09955128086504
201903,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,5.647209760985788,53.651286359999965,60.053560676892275
202010,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,-0.05852440792455127,98.91886082400003,194.78439474987562
201205,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,-108.83724209381376,0.6489246959999998,40.99227978195202
201710,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,84.08481666209855,17.32188628800001,50.38846124545974
200903,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,145.40205291258508,113.70747275999996,103.13487433855384
201805,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Enplaned,Cargo,Freighter,10.366396384088603,8.242147871999991,245.8591599258879
201105,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,113.94269576988654,22.616958672000028,72.3361924230323
200804,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,-105.73569047993124,5.038752096000002,47.84865630127897
201904,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,251.91043216951107,284.64783933600006,209.88770287991454
200712,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,176.7422930062644,6.164827703999995,74.84842552051867
201903,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,96.13303941842878,372.9047414400005,170.34625336973082
201104,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,117.55822850834511,20.270939472000016,64.78464490589236
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,466.1928110430174,0.46321632000000007,438.55301719755334
201712,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Express,Passenger,46.454453326272414,0.2340984240000003,-67.84898583228834
200802,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Mail,Freighter,-102.55083528130058,1.5644573280000011,75.97061733193242
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,65.10698182582314,77.55846487200007,25.940410523029378
201010,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,-20.470908081590323,34.43449967999997,18.77589088649498
202009,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,55.47238975786763,0.7752568319999998,-5.851894568048339
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,281.0475348749071,278.7962496480002,224.7528592719586
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,230.75097962219638,368.9694756720007,219.15538532771677
201711,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,271.1681756547987,477.5852022480001,209.88770287991454
201304,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,120.63120890516416,39.086530559999986,155.75609228840617
201101,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,-2.9605823000538294,0.5394528720000001,-3.521500453861826
200907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,145.3774434902225,147.5626435920002,103.13487433855384
201007,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,478.19549605816496,830.189261551999,401.9555387227167
200804,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,329.57827345986243,596.2827286080005,282.3176156403497
201211,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,68.9558239667881,19.201577472000036,53.607253423492025
201708,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,244.57943179104268,370.7380756800002,207.37546978242815
201602,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Mail,Passenger,-107.32453057670136,1.2948783120000003,7.333473602911396
201808,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,142.7727770241272,81.87060420000006,104.71554394035856
201206,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,214.33767116317767,33.56337902399998,190.50871476226027
201411,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,351.6957605439577,328.70247379200015,277.66396092515726
202011,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Mail,Passenger,12.058927074672283,12.008234447999982,90.70011733431627
201112,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,2030.1447752518382,1845.145824760003,1408.6241420290216
200611,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,389.330526316269,874.5627998479993,386.72482960830837
200507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,125.53463631087811,27.73299060000003,155.75609228840617
202010,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,-35.333131146567894,3.620553552000006,-36.828591912363095
200704,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,3.868023423050772,31.83535353600005,36.153280376025414
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,158.70045584057334,0.9989995680000011,113.83425736215658
200904,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,452.2219877534699,817.4501279280001,429.65878616239
200912,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,-19.86797723371069,55.54363752000005,18.77589088649498
200907,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,440.9621225216374,440.4352397760007,425.35372596335986
200907,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,414.3549215911096,769.7753028000001,422.84149286587353
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,272.095204216871,202.28098312799983,203.36481206857812
200907,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,406.72598300861887,470.9110996799994,425.35372596335986
201811,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,770.7346796351852,1427.1612443180006,584.7975843708821
201706,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,-9.504907556005492,9.957259368000003,40.16393808987547
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,290.50477861943136,515.7102414240003,527.3496867406421
200704,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,34.875342030364436,51.57208828799996,36.153280376025414
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,15.975838153173754,1.8792602639999985,36.153280376025414
200802,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,149.58138007258185,69.24976027200006,72.3361924230323
200807,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,76.26882021520646,38.83900557600005,146.44597306886394
200610,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,206.76306693011907,44.31664288800002,74.84842552051867
201505,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,190.9702518287047,7.512686495999995,83.380689253368
201103,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,241.578564719538,31.18178851200001,190.50871476226027
201004,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,215.59231125388214,233.86900672800016,185.98742257904766
200809,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,148.91898025914384,38.83316774399998,83.32749673697808
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,737.4702174288525,111.42084340799997,521.2954165571825
201702,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,211.29796705163835,94.565058336,207.37546978242815
201111,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,241.5412101362151,272.49102820800005,188.49965567653405
201608,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,191.5833916122824,0.1637904239999997,252.5187299831914
